dataset_id,pair_id,deployment_config_name,block_size_bytes,seed,metric,best_policy,best_value
smartota-alpine-expanded,alpine_3_20_to_3_21_minirootfs_x86_64,realistic,16384,1,install_time_s,full_replacement,0.175468
smartota-alpine-expanded,alpine_3_20_to_3_21_minirootfs_x86_64,realistic,16384,1,flash_write_bytes,full_replacement,3509360.0
smartota-alpine-expanded,alpine_3_20_to_3_21_minirootfs_x86_64,realistic,16384,1,runtime_s,full_replacement,0.059981
smartota-alpine-expanded,alpine_3_20_to_3_21_minirootfs_x86_64,realistic,65536,1,transfer_size_bytes,whole_file_bsdiff,7983059.0
smartota-alpine-expanded,alpine_3_20_to_3_21_minirootfs_x86_64,realistic,65536,1,peak_storage_bytes,copy_delta,11708048.0
smartota-alpine-expanded,alpine_3_20_to_3_21_minirootfs_x86_64,realistic,65536,1,peak_ram_bytes,copy_only,65536.0
smartota-alpine-expanded,alpine_3_20_to_3_21_minirootfs_x86_64,realistic,65536,1,install_time_s,full_replacement,0.175468
smartota-alpine-expanded,alpine_3_20_to_3_21_minirootfs_x86_64,realistic,65536,1,flash_write_bytes,full_replacement,3509360.0
smartota-alpine-expanded,alpine_3_20_to_3_21_minirootfs_x86_64,realistic,65536,1,runtime_s,copy_only,0.058941
smartota-alpine-expanded,alpine_3_20_to_3_21_minirootfs_x86_64,severe_edge_device,16384,1,transfer_size_bytes,whole_file_bsdiff,7983059.0
smartota-alpine-expanded,alpine_3_20_to_3_21_minirootfs_x86_64,severe_edge_device,16384,1,peak_storage_bytes,blockwise_bsdiff,3544601.0
smartota-alpine-expanded,alpine_3_20_to_3_21_minirootfs_x86_64,severe_edge_device,16384,1,peak_ram_bytes,copy_only,16384.0
smartota-alpine-expanded,alpine_3_20_to_3_21_minirootfs_x86_64,severe_edge_device,16384,1,install_time_s,full_replacement,3.50936
smartota-alpine-expanded,alpine_3_20_to_3_21_minirootfs_x86_64,severe_edge_device,16384,1,flash_write_bytes,full_replacement,3509360.0
smartota-alpine-expanded,alpine_3_20_to_3_21_minirootfs_x86_64,severe_edge_device,16384,1,runtime_s,full_replacement,0.060128
smartota-alpine-expanded,alpine_3_20_to_3_21_minirootfs_x86_64,severe_edge_device,65536,1,transfer_size_bytes,whole_file_bsdiff,7983059.0
smartota-alpine-expanded,alpine_3_20_to_3_21_minirootfs_x86_64,severe_edge_device,65536,1,peak_storage_bytes,copy_only,3640280.0
smartota-alpine-expanded,alpine_3_20_to_3_21_minirootfs_x86_64,severe_edge_device,65536,1,peak_ram_bytes,copy_only,65536.0
smartota-alpine-expanded,alpine_3_20_to_3_21_minirootfs_x86_64,severe_edge_device,65536,1,install_time_s,full_replacement,3.50936
smartota-alpine-expanded,alpine_3_20_to_3_21_minirootfs_x86_64,severe_edge_device,65536,1,flash_write_bytes,full_replacement,3509360.0
smartota-alpine-expanded,alpine_3_20_to_3_21_minirootfs_x86_64,severe_edge_device,65536,1,runtime_s,copy_only,0.058684
smartota-alpine-expanded,alpine_3_20_to_3_21_minirootfs_x86_64,unconstrained_default,16384,1,transfer_size_bytes,whole_file_bsdiff,7983059.0
smartota-alpine-expanded,alpine_3_20_to_3_21_minirootfs_x86_64,unconstrained_default,16384,1,peak_storage_bytes,blockwise_bsdiff,3544601.0
smartota-alpine-expanded,alpine_3_20_to_3_21_minirootfs_x86_64,unconstrained_default,16384,1,peak_ram_bytes,copy_only,16384.0
smartota-alpine-expanded,alpine_3_20_to_3_21_minirootfs_x86_64,unconstrained_default,16384,1,install_time_s,full_replacement,0.035094
smartota-alpine-expanded,alpine_3_20_to_3_21_minirootfs_x86_64,unconstrained_default,16384,1,flash_write_bytes,full_replacement,3509360.0
smartota-alpine-expanded,alpine_3_20_to_3_21_minirootfs_x86_64,unconstrained_default,16384,1,runtime_s,full_replacement,0.053115
smartota-alpine-expanded,alpine_3_20_to_3_21_minirootfs_x86_64,unconstrained_default,65536,1,transfer_size_bytes,whole_file_bsdiff,7983059.0
smartota-alpine-expanded,alpine_3_20_to_3_21_minirootfs_x86_64,unconstrained_default,65536,1,peak_storage_bytes,copy_only,3640280.0
smartota-alpine-expanded,alpine_3_20_to_3_21_minirootfs_x86_64,unconstrained_default,65536,1,peak_ram_bytes,copy_only,65536.0
smartota-alpine-expanded,alpine_3_20_to_3_21_minirootfs_x86_64,unconstrained_default,65536,1,install_time_s,full_replacement,0.035094
smartota-alpine-expanded,alpine_3_20_to_3_21_minirootfs_x86_64,unconstrained_default,65536,1,flash_write_bytes,full_replacement,3509360.0
smartota-alpine-expanded,alpine_3_20_to_3_21_minirootfs_x86_64,unconstrained_default,65536,1,runtime_s,copy_only,0.051427
smartota-alpine-rootfs,alpine_3_20_to_3_21_rootfs_tar_x86_64,constrained,16384,1,transfer_size_bytes,whole_file_bsdiff,2123996.0
smartota-alpine-rootfs,alpine_3_20_to_3_21_rootfs_tar_x86_64,constrained,16384,1,peak_storage_bytes,copy_delta,8131610.0
smartota-alpine-rootfs,alpine_3_20_to_3_21_rootfs_tar_x86_64,constrained,16384,1,peak_ram_bytes,copy_only,16384.0
smartota-alpine-rootfs,alpine_3_20_to_3_21_rootfs_tar_x86_64,constrained,16384,1,install_time_s,copy_only,1.619558
smartota-alpine-rootfs,alpine_3_20_to_3_21_rootfs_tar_x86_64,constrained,16384,1,flash_write_bytes,blockwise_bsdiff,8097792.0
smartota-alpine-rootfs,alpine_3_20_to_3_21_rootfs_tar_x86_64,constrained,16384,1,runtime_s,full_replacement,0.141023
smartota-alpine-rootfs,alpine_3_20_to_3_21_rootfs_tar_x86_64,constrained,65536,1,transfer_size_bytes,whole_file_bsdiff,2123996.0
smartota-alpine-rootfs,alpine_3_20_to_3_21_rootfs_tar_x86_64,constrained,65536,1,peak_storage_bytes,copy_delta,8232472.0
smartota-alpine-rootfs,alpine_3_20_to_3_21_rootfs_tar_x86_64,constrained,65536,1,peak_ram_bytes,copy_only,65536.0
smartota-alpine-rootfs,alpine_3_20_to_3_21_rootfs_tar_x86_64,constrained,65536,1,install_time_s,full_replacement,1.626112
smartota-alpine-rootfs,alpine_3_20_to_3_21_rootfs_tar_x86_64,constrained,65536,1,flash_write_bytes,full_replacement,8130560.0
smartota-alpine-rootfs,alpine_3_20_to_3_21_rootfs_tar_x86_64,constrained,65536,1,runtime_s,full_replacement,0.140889
smartota-alpine-rootfs,alpine_3_20_to_3_21_rootfs_tar_x86_64,realistic,16384,1,transfer_size_bytes,whole_file_bsdiff,2123996.0
smartota-alpine-rootfs,alpine_3_20_to_3_21_rootfs_tar_x86_64,realistic,16384,1,peak_storage_bytes,copy_delta,16184158.0
smartota-alpine-rootfs,alpine_3_20_to_3_21_rootfs_tar_x86_64,realistic,16384,1,peak_ram_bytes,copy_only,16384.0
smartota-alpine-rootfs,alpine_3_20_to_3_21_rootfs_tar_x86_64,realistic,16384,1,install_time_s,copy_only,0.40489
smartota-alpine-rootfs,alpine_3_20_to_3_21_rootfs_tar_x86_64,realistic,16384,1,flash_write_bytes,blockwise_bsdiff,8097792.0
smartota-alpine-rootfs,alpine_3_20_to_3_21_rootfs_tar_x86_64,realistic,16384,1,runtime_s,full_replacement,0.144009
smartota-alpine-rootfs,alpine_3_20_to_3_21_rootfs_tar_x86_64,realistic,65536,1,transfer_size_bytes,whole_file_bsdiff,2123996.0
smartota-alpine-rootfs,alpine_3_20_to_3_21_rootfs_tar_x86_64,realistic,65536,1,peak_storage_bytes,copy_delta,15118042.0
smartota-alpine-rootfs,alpine_3_20_to_3_21_rootfs_tar_x86_64,realistic,65536,1,peak_ram_bytes,copy_only,65536.0
smartota-alpine-rootfs,alpine_3_20_to_3_21_rootfs_tar_x86_64,realistic,65536,1,install_time_s,full_replacement,0.406528
smartota-alpine-rootfs,alpine_3_20_to_3_21_rootfs_tar_x86_64,realistic,65536,1,flash_write_bytes,full_replacement,8130560.0
smartota-alpine-rootfs,alpine_3_20_to_3_21_rootfs_tar_x86_64,realistic,65536,1,runtime_s,full_replacement,0.139381
smartota-alpine-rootfs,alpine_3_20_to_3_21_rootfs_tar_x86_64,unconstrained_default,16384,1,transfer_size_bytes,whole_file_bsdiff,2123996.0
smartota-alpine-rootfs,alpine_3_20_to_3_21_rootfs_tar_x86_64,unconstrained_default,16384,1,peak_storage_bytes,copy_delta,8131610.0
smartota-alpine-rootfs,alpine_3_20_to_3_21_rootfs_tar_x86_64,unconstrained_default,16384,1,peak_ram_bytes,copy_only,16384.0
smartota-alpine-rootfs,alpine_3_20_to_3_21_rootfs_tar_x86_64,unconstrained_default,16384,1,install_time_s,copy_only,0.080978
smartota-alpine-rootfs,alpine_3_20_to_3_21_rootfs_tar_x86_64,unconstrained_default,16384,1,flash_write_bytes,blockwise_bsdiff,8097792.0
smartota-alpine-rootfs,alpine_3_20_to_3_21_rootfs_tar_x86_64,unconstrained_default,16384,1,runtime_s,full_replacement,0.123551
smartota-alpine-rootfs,alpine_3_20_to_3_21_rootfs_tar_x86_64,unconstrained_default,65536,1,transfer_size_bytes,whole_file_bsdiff,2123996.0
smartota-alpine-rootfs,alpine_3_20_to_3_21_rootfs_tar_x86_64,unconstrained_default,65536,1,peak_storage_bytes,copy_delta,8232472.0
smartota-alpine-rootfs,alpine_3_20_to_3_21_rootfs_tar_x86_64,unconstrained_default,65536,1,peak_ram_bytes,copy_only,65536.0
smartota-alpine-rootfs,alpine_3_20_to_3_21_rootfs_tar_x86_64,unconstrained_default,65536,1,install_time_s,full_replacement,0.081306
smartota-alpine-rootfs,alpine_3_20_to_3_21_rootfs_tar_x86_64,unconstrained_default,65536,1,flash_write_bytes,full_replacement,8130560.0
smartota-alpine-rootfs,alpine_3_20_to_3_21_rootfs_tar_x86_64,unconstrained_default,65536,1,runtime_s,full_replacement,0.12216
smartota-automotive,autoware_style_perception_module_update,constrained,4096,1,transfer_size_bytes,whole_file_bsdiff,70216.0
smartota-automotive,autoware_style_perception_module_update,constrained,4096,1,peak_storage_bytes,copy_delta,51732.0
smartota-automotive,autoware_style_perception_module_update,constrained,4096,1,peak_ram_bytes,copy_only,4096.0
smartota-automotive,autoware_style_perception_module_update,constrained,4096,1,install_time_s,full_replacement,0.01024
smartota-automotive,autoware_style_perception_module_update,constrained,4096,1,flash_write_bytes,full_replacement,51200.0
smartota-automotive,autoware_style_perception_module_update,constrained,4096,1,runtime_s,full_replacement,0.000867
smartota-automotive,autoware_style_perception_module_update,constrained,16384,1,transfer_size_bytes,whole_file_bsdiff,70216.0
smartota-automotive,autoware_style_perception_module_update,constrained,16384,1,peak_storage_bytes,copy_delta,79383.0
smartota-automotive,autoware_style_perception_module_update,constrained,16384,1,peak_ram_bytes,copy_only,16384.0
smartota-automotive,autoware_style_perception_module_update,constrained,16384,1,install_time_s,full_replacement,0.01024
smartota-automotive,autoware_style_perception_module_update,constrained,16384,1,flash_write_bytes,full_replacement,51200.0
smartota-automotive,autoware_style_perception_module_update,constrained,16384,1,runtime_s,full_replacement,0.000861
smartota-automotive,autoware_style_perception_module_update,constrained,65536,1,transfer_size_bytes,blockwise_bsdiff,70090.0
smartota-automotive,autoware_style_perception_module_update,constrained,65536,1,peak_storage_bytes,blockwise_bsdiff,121290.0
smartota-automotive,autoware_style_perception_module_update,constrained,65536,1,peak_ram_bytes,full_replacement,51200.0
smartota-automotive,autoware_style_perception_module_update,constrained,65536,1,install_time_s,full_replacement,0.01024
smartota-automotive,autoware_style_perception_module_update,constrained,65536,1,flash_write_bytes,full_replacement,51200.0
smartota-automotive,autoware_style_perception_module_update,constrained,65536,1,runtime_s,full_replacement,0.000793
smartota-automotive,autoware_style_perception_module_update,realistic,4096,1,transfer_size_bytes,whole_file_bsdiff,70216.0
smartota-automotive,autoware_style_perception_module_update,realistic,4096,1,peak_storage_bytes,copy_delta,126492.0
smartota-automotive,autoware_style_perception_module_update,realistic,4096,1,peak_ram_bytes,copy_only,4096.0
smartota-automotive,autoware_style_perception_module_update,realistic,4096,1,install_time_s,full_replacement,0.00256
smartota-automotive,autoware_style_perception_module_update,realistic,4096,1,flash_write_bytes,full_replacement,51200.0
smartota-automotive,autoware_style_perception_module_update,realistic,4096,1,runtime_s,full_replacement,0.000864
smartota-automotive,autoware_style_perception_module_update,realistic,16384,1,transfer_size_bytes,whole_file_bsdiff,70216.0
smartota-automotive,autoware_style_perception_module_update,realistic,16384,1,peak_storage_bytes,copy_delta,124617.0
smartota-automotive,autoware_style_perception_module_update,realistic,16384,1,peak_ram_bytes,copy_only,16384.0
smartota-automotive,autoware_style_perception_module_update,realistic,16384,1,install_time_s,full_replacement,0.00256
smartota-automotive,autoware_style_perception_module_update,realistic,16384,1,flash_write_bytes,full_replacement,51200.0
smartota-automotive,autoware_style_perception_module_update,realistic,16384,1,runtime_s,full_replacement,0.000921
smartota-automotive,autoware_style_perception_module_update,realistic,65536,1,transfer_size_bytes,blockwise_bsdiff,70090.0
smartota-automotive,autoware_style_perception_module_update,realistic,65536,1,peak_storage_bytes,blockwise_bsdiff,121290.0
smartota-automotive,autoware_style_perception_module_update,realistic,65536,1,peak_ram_bytes,full_replacement,51200.0
smartota-automotive,autoware_style_perception_module_update,realistic,65536,1,install_time_s,full_replacement,0.00256
smartota-automotive,autoware_style_perception_module_update,realistic,65536,1,flash_write_bytes,full_replacement,51200.0
smartota-automotive,autoware_style_perception_module_update,realistic,65536,1,runtime_s,full_replacement,0.00084
smartota-automotive,autoware_style_perception_module_update,severe_edge_device,4096,1,transfer_size_bytes,whole_file_bsdiff,70216.0
smartota-automotive,autoware_style_perception_module_update,severe_edge_device,4096,1,peak_storage_bytes,copy_delta,51732.0
smartota-automotive,autoware_style_perception_module_update,severe_edge_device,4096,1,peak_ram_bytes,copy_only,4096.0
smartota-automotive,autoware_style_perception_module_update,severe_edge_device,4096,1,install_time_s,full_replacement,0.0512
smartota-automotive,autoware_style_perception_module_update,severe_edge_device,4096,1,flash_write_bytes,full_replacement,51200.0
smartota-automotive,autoware_style_perception_module_update,severe_edge_device,4096,1,runtime_s,full_replacement,0.00086
smartota-automotive,autoware_style_perception_module_update,severe_edge_device,16384,1,transfer_size_bytes,whole_file_bsdiff,70216.0
smartota-automotive,autoware_style_perception_module_update,severe_edge_device,16384,1,peak_storage_bytes,copy_delta,79383.0
smartota-automotive,autoware_style_perception_module_update,severe_edge_device,16384,1,peak_ram_bytes,copy_only,16384.0
smartota-automotive,autoware_style_perception_module_update,severe_edge_device,16384,1,install_time_s,full_replacement,0.0512
smartota-automotive,autoware_style_perception_module_update,severe_edge_device,16384,1,flash_write_bytes,full_replacement,51200.0
smartota-automotive,autoware_style_perception_module_update,severe_edge_device,16384,1,runtime_s,full_replacement,0.000857
smartota-automotive,autoware_style_perception_module_update,severe_edge_device,65536,1,transfer_size_bytes,blockwise_bsdiff,70090.0
smartota-automotive,autoware_style_perception_module_update,severe_edge_device,65536,1,peak_storage_bytes,blockwise_bsdiff,121290.0
smartota-automotive,autoware_style_perception_module_update,severe_edge_device,65536,1,peak_ram_bytes,full_replacement,51200.0
smartota-automotive,autoware_style_perception_module_update,severe_edge_device,65536,1,install_time_s,full_replacement,0.0512
smartota-automotive,autoware_style_perception_module_update,severe_edge_device,65536,1,flash_write_bytes,full_replacement,51200.0
smartota-automotive,autoware_style_perception_module_update,severe_edge_device,65536,1,runtime_s,full_replacement,0.000795
smartota-automotive,autoware_style_perception_module_update,unconstrained_default,4096,1,transfer_size_bytes,whole_file_bsdiff,70216.0
smartota-automotive,autoware_style_perception_module_update,unconstrained_default,4096,1,peak_storage_bytes,copy_delta,51732.0
smartota-automotive,autoware_style_perception_module_update,unconstrained_default,4096,1,peak_ram_bytes,copy_only,4096.0
smartota-automotive,autoware_style_perception_module_update,unconstrained_default,4096,1,install_time_s,full_replacement,0.000512
smartota-automotive,autoware_style_perception_module_update,unconstrained_default,4096,1,flash_write_bytes,full_replacement,51200.0
smartota-automotive,autoware_style_perception_module_update,unconstrained_default,4096,1,runtime_s,full_replacement,0.000756
smartota-automotive,autoware_style_perception_module_update,unconstrained_default,16384,1,transfer_size_bytes,whole_file_bsdiff,70216.0
smartota-automotive,autoware_style_perception_module_update,unconstrained_default,16384,1,peak_storage_bytes,copy_delta,79383.0
smartota-automotive,autoware_style_perception_module_update,unconstrained_default,16384,1,peak_ram_bytes,copy_only,16384.0
smartota-automotive,autoware_style_perception_module_update,unconstrained_default,16384,1,install_time_s,full_replacement,0.000512
smartota-automotive,autoware_style_perception_module_update,unconstrained_default,16384,1,flash_write_bytes,full_replacement,51200.0
smartota-automotive,autoware_style_perception_module_update,unconstrained_default,16384,1,runtime_s,full_replacement,0.000755
smartota-automotive,autoware_style_perception_module_update,unconstrained_default,65536,1,transfer_size_bytes,blockwise_bsdiff,70090.0
smartota-automotive,autoware_style_perception_module_update,unconstrained_default,65536,1,peak_storage_bytes,blockwise_bsdiff,121290.0
smartota-automotive,autoware_style_perception_module_update,unconstrained_default,65536,1,peak_ram_bytes,full_replacement,51200.0
smartota-automotive,autoware_style_perception_module_update,unconstrained_default,65536,1,install_time_s,full_replacement,0.000512
smartota-automotive,autoware_style_perception_module_update,unconstrained_default,65536,1,flash_write_bytes,full_replacement,51200.0
smartota-automotive,autoware_style_perception_module_update,unconstrained_default,65536,1,runtime_s,copy_only,0.000698
smartota-container-layers,container_yolo_perception_multiblock_update,constrained,16384,1,transfer_size_bytes,whole_file_bsdiff,2461150.0
smartota-container-layers,container_yolo_perception_multiblock_update,constrained,16384,1,peak_storage_bytes,copy_delta,3714920.0
smartota-container-layers,container_yolo_perception_multiblock_update,constrained,16384,1,peak_ram_bytes,copy_only,16384.0
smartota-container-layers,container_yolo_perception_multiblock_update,constrained,16384,1,install_time_s,copy_only,0.408371
smartota-container-layers,container_yolo_perception_multiblock_update,constrained,16384,1,flash_write_bytes,blockwise_bsdiff,2041856.0
smartota-container-layers,container_yolo_perception_multiblock_update,constrained,16384,1,runtime_s,full_replacement,0.064116
smartota-container-layers,container_yolo_perception_multiblock_update,constrained,65536,1,transfer_size_bytes,whole_file_bsdiff,2461150.0
smartota-container-layers,container_yolo_perception_multiblock_update,constrained,65536,1,peak_storage_bytes,blockwise_bsdiff,3823128.0
smartota-container-layers,container_yolo_perception_multiblock_update,constrained,65536,1,peak_ram_bytes,copy_only,65536.0
smartota-container-layers,container_yolo_perception_multiblock_update,constrained,65536,1,install_time_s,copy_only,0.437862
smartota-container-layers,container_yolo_perception_multiblock_update,constrained,65536,1,flash_write_bytes,blockwise_bsdiff,2189312.0
smartota-container-layers,container_yolo_perception_multiblock_update,constrained,65536,1,runtime_s,copy_only,0.049967
smartota-container-layers,container_yolo_perception_multiblock_update,realistic,16384,1,transfer_size_bytes,whole_file_bsdiff,2461150.0
smartota-container-layers,container_yolo_perception_multiblock_update,realistic,16384,1,peak_storage_bytes,backup_safe_copy_delta,8075954.0
smartota-container-layers,container_yolo_perception_multiblock_update,realistic,16384,1,peak_ram_bytes,copy_only,16384.0
smartota-container-layers,container_yolo_perception_multiblock_update,realistic,16384,1,install_time_s,copy_only,0.102093
smartota-container-layers,container_yolo_perception_multiblock_update,realistic,16384,1,flash_write_bytes,blockwise_bsdiff,2041856.0
smartota-container-layers,container_yolo_perception_multiblock_update,realistic,16384,1,runtime_s,full_replacement,0.063094
smartota-container-layers,container_yolo_perception_multiblock_update,realistic,65536,1,transfer_size_bytes,whole_file_bsdiff,2461150.0
smartota-container-layers,container_yolo_perception_multiblock_update,realistic,65536,1,peak_storage_bytes,copy_delta,8306473.0
smartota-container-layers,container_yolo_perception_multiblock_update,realistic,65536,1,peak_ram_bytes,copy_only,65536.0
smartota-container-layers,container_yolo_perception_multiblock_update,realistic,65536,1,install_time_s,copy_only,0.109466
smartota-container-layers,container_yolo_perception_multiblock_update,realistic,65536,1,flash_write_bytes,blockwise_bsdiff,2189312.0
smartota-container-layers,container_yolo_perception_multiblock_update,realistic,65536,1,runtime_s,copy_only,0.049474
smartota-container-layers,container_yolo_perception_multiblock_update,severe_edge_device,16384,1,transfer_size_bytes,whole_file_bsdiff,2461150.0
smartota-container-layers,container_yolo_perception_multiblock_update,severe_edge_device,16384,1,peak_storage_bytes,copy_delta,3714920.0
smartota-container-layers,container_yolo_perception_multiblock_update,severe_edge_device,16384,1,peak_ram_bytes,copy_only,16384.0
smartota-container-layers,container_yolo_perception_multiblock_update,severe_edge_device,16384,1,install_time_s,copy_only,2.041856
smartota-container-layers,container_yolo_perception_multiblock_update,severe_edge_device,16384,1,flash_write_bytes,blockwise_bsdiff,2041856.0
smartota-container-layers,container_yolo_perception_multiblock_update,severe_edge_device,16384,1,runtime_s,full_replacement,0.064635
smartota-container-layers,container_yolo_perception_multiblock_update,severe_edge_device,65536,1,transfer_size_bytes,whole_file_bsdiff,2461150.0
smartota-container-layers,container_yolo_perception_multiblock_update,severe_edge_device,65536,1,peak_storage_bytes,blockwise_bsdiff,3823128.0
smartota-container-layers,container_yolo_perception_multiblock_update,severe_edge_device,65536,1,peak_ram_bytes,copy_only,65536.0
smartota-container-layers,container_yolo_perception_multiblock_update,severe_edge_device,65536,1,install_time_s,copy_only,2.189312
smartota-container-layers,container_yolo_perception_multiblock_update,severe_edge_device,65536,1,flash_write_bytes,blockwise_bsdiff,2189312.0
smartota-container-layers,container_yolo_perception_multiblock_update,severe_edge_device,65536,1,runtime_s,copy_only,0.049961
smartota-container-layers,container_yolo_perception_multiblock_update,unconstrained_default,16384,1,transfer_size_bytes,whole_file_bsdiff,2461150.0
smartota-container-layers,container_yolo_perception_multiblock_update,unconstrained_default,16384,1,peak_storage_bytes,copy_delta,3714920.0
smartota-container-layers,container_yolo_perception_multiblock_update,unconstrained_default,16384,1,peak_ram_bytes,copy_only,16384.0
smartota-container-layers,container_yolo_perception_multiblock_update,unconstrained_default,16384,1,install_time_s,copy_only,0.020419
smartota-container-layers,container_yolo_perception_multiblock_update,unconstrained_default,16384,1,flash_write_bytes,blockwise_bsdiff,2041856.0
smartota-container-layers,container_yolo_perception_multiblock_update,unconstrained_default,16384,1,runtime_s,full_replacement,0.055122
smartota-container-layers,container_yolo_perception_multiblock_update,unconstrained_default,65536,1,transfer_size_bytes,whole_file_bsdiff,2461150.0
smartota-container-layers,container_yolo_perception_multiblock_update,unconstrained_default,65536,1,peak_storage_bytes,blockwise_bsdiff,3823128.0
smartota-container-layers,container_yolo_perception_multiblock_update,unconstrained_default,65536,1,peak_ram_bytes,copy_only,65536.0
smartota-container-layers,container_yolo_perception_multiblock_update,unconstrained_default,65536,1,install_time_s,copy_only,0.021893
smartota-container-layers,container_yolo_perception_multiblock_update,unconstrained_default,65536,1,flash_write_bytes,blockwise_bsdiff,2189312.0
smartota-container-layers,container_yolo_perception_multiblock_update,unconstrained_default,65536,1,runtime_s,copy_only,0.041606
smartota-container-layers,container_yolo_perception_update,constrained,4096,1,transfer_size_bytes,whole_file_bsdiff,24079.0
smartota-container-layers,container_yolo_perception_update,constrained,4096,1,peak_storage_bytes,copy_only,30231.0
smartota-container-layers,container_yolo_perception_update,constrained,4096,1,peak_ram_bytes,copy_only,4096.0
smartota-container-layers,container_yolo_perception_update,constrained,4096,1,install_time_s,copy_only,0.003277
smartota-container-layers,container_yolo_perception_update,constrained,4096,1,flash_write_bytes,blockwise_bsdiff,16384.0
smartota-container-layers,container_yolo_perception_update,constrained,4096,1,runtime_s,full_replacement,0.000406
smartota-container-layers,container_yolo_perception_update,constrained,16384,1,transfer_size_bytes,whole_file_bsdiff,24079.0
smartota-container-layers,container_yolo_perception_update,constrained,16384,1,peak_storage_bytes,blockwise_bsdiff,44433.0
smartota-container-layers,container_yolo_perception_update,constrained,16384,1,peak_ram_bytes,copy_only,16384.0
smartota-container-layers,container_yolo_perception_update,constrained,16384,1,install_time_s,copy_only,0.003277
smartota-container-layers,container_yolo_perception_update,constrained,16384,1,flash_write_bytes,blockwise_bsdiff,16384.0
smartota-container-layers,container_yolo_perception_update,constrained,16384,1,runtime_s,copy_only,0.000377
smartota-container-layers,container_yolo_perception_update,constrained,65536,1,transfer_size_bytes,blockwise_bsdiff,23953.0
smartota-container-layers,container_yolo_perception_update,constrained,65536,1,peak_storage_bytes,blockwise_bsdiff,44433.0
smartota-container-layers,container_yolo_perception_update,constrained,65536,1,peak_ram_bytes,full_replacement,20480.0
smartota-container-layers,container_yolo_perception_update,constrained,65536,1,install_time_s,full_replacement,0.004096
smartota-container-layers,container_yolo_perception_update,constrained,65536,1,flash_write_bytes,full_replacement,20480.0
smartota-container-layers,container_yolo_perception_update,constrained,65536,1,runtime_s,full_replacement,0.000372
smartota-container-layers,container_yolo_perception_update,realistic,4096,1,transfer_size_bytes,whole_file_bsdiff,24079.0
smartota-container-layers,container_yolo_perception_update,realistic,4096,1,peak_storage_bytes,copy_delta,46993.0
smartota-container-layers,container_yolo_perception_update,realistic,4096,1,peak_ram_bytes,copy_only,4096.0
smartota-container-layers,container_yolo_perception_update,realistic,4096,1,install_time_s,copy_only,0.000819
smartota-container-layers,container_yolo_perception_update,realistic,4096,1,flash_write_bytes,blockwise_bsdiff,16384.0
smartota-container-layers,container_yolo_perception_update,realistic,4096,1,runtime_s,full_replacement,0.000407
smartota-container-layers,container_yolo_perception_update,realistic,16384,1,transfer_size_bytes,whole_file_bsdiff,24079.0
smartota-container-layers,container_yolo_perception_update,realistic,16384,1,peak_storage_bytes,blockwise_bsdiff,44604.0
smartota-container-layers,container_yolo_perception_update,realistic,16384,1,peak_ram_bytes,copy_only,16384.0
smartota-container-layers,container_yolo_perception_update,realistic,16384,1,install_time_s,copy_only,0.000819
smartota-container-layers,container_yolo_perception_update,realistic,16384,1,flash_write_bytes,blockwise_bsdiff,16384.0
