dataset_id,pair_id,domain,scenario,artifact_type,old_path,new_path,old_sha256,new_sha256,old_size_bytes,new_size_bytes,block_size_bytes,compressed_uncompressed,compression_status_source,deployment_config_name,interruption_setting_name,seed,policy,strategy,dominant_operation,successfully_updates_a_to_b,completed,replay_validity,replay_errors,rollback_ready,budget_violation_count,transfer_size_bytes,network_bytes,peak_storage_bytes,peak_ram_bytes,install_time_s,total_time_s,flash_write_bytes,runtime_s,encoding_op_count,interruption_scenario_count,checkpoint_resume_count,rollback_success_count,failed_recovery_count,final_replay_validity_all,max_recovery_cost_operations,max_extra_network_bytes,max_extra_flash_writes,operation_counts_raw,op_copy_count,op_delta_count,op_raw_insert_count,op_backup_count,op_checkpoint_count,op_verify_count,op_rollback_count,ab_enabled,ab_update_valid,ab_rollback_ready,slot_storage_bytes,slot_storage_violation,activation_success,boot_health_success,rollback_after_failed_boot,rollback_success,reboot_count,downtime_seconds,slot_switch_count
smartota-alpine-expanded,alpine_3_20_to_3_21_minirootfs_x86_64,os_rootfs,Alpine minirootfs compressed release transition 3.20.0 to 3.21.0 for the small Linux real-artifact baseline,compressed_rootfs_tar,/home/arpan/OTA/.cursor-tutor/ota_environment/data/raw/alpine/alpine-minirootfs-3.20.0-x86_64.tar.gz,/home/arpan/OTA/.cursor-tutor/ota_environment/data/raw/alpine/alpine-minirootfs-3.21.0-x86_64.tar.gz,602efda518516787c716320bd46a3f50e83a74bb749e55483c2f4a9c9f8b9a38,55ea3e5a7c2c35e6268c5dcbb8e45a9cd5b0e372e7b4e798499a526834f7ed90,3487168,3509360,16384,compressed,release_artifact_tar_gz_suffix,constrained,interrupt_050,1,copy_only,raw_insert:215,raw_insert,True,True,True,,False,0,8230465,8230465,3544601,16384,0.701872,17.162802,3509360,0.102729,215,1,1,0,0,True,115,307400,131072,{'raw_insert': 215},0,0,215,0,0,0,0,True,True,True,3509360.0,False,True,True,False,False,1.0,45.0,1.0
smartota-alpine-expanded,alpine_3_20_to_3_21_minirootfs_x86_64,os_rootfs,Alpine minirootfs compressed release transition 3.20.0 to 3.21.0 for the small Linux real-artifact baseline,compressed_rootfs_tar,/home/arpan/OTA/.cursor-tutor/ota_environment/data/raw/alpine/alpine-minirootfs-3.20.0-x86_64.tar.gz,/home/arpan/OTA/.cursor-tutor/ota_environment/data/raw/alpine/alpine-minirootfs-3.21.0-x86_64.tar.gz,602efda518516787c716320bd46a3f50e83a74bb749e55483c2f4a9c9f8b9a38,55ea3e5a7c2c35e6268c5dcbb8e45a9cd5b0e372e7b4e798499a526834f7ed90,3487168,3509360,16384,compressed,release_artifact_tar_gz_suffix,constrained,interrupt_075,1,copy_only,raw_insert:215,raw_insert,True,True,True,,False,0,8230465,8230465,3544601,16384,0.701872,17.162802,3509360,0.102063,215,1,1,0,0,True,55,76850,32768,{'raw_insert': 215},0,0,215,0,0,0,0,True,True,True,3509360.0,False,True,True,False,False,1.0,45.0,1.0
smartota-alpine-expanded,alpine_3_20_to_3_21_minirootfs_x86_64,os_rootfs,Alpine minirootfs compressed release transition 3.20.0 to 3.21.0 for the small Linux real-artifact baseline,compressed_rootfs_tar,/home/arpan/OTA/.cursor-tutor/ota_environment/data/raw/alpine/alpine-minirootfs-3.20.0-x86_64.tar.gz,/home/arpan/OTA/.cursor-tutor/ota_environment/data/raw/alpine/alpine-minirootfs-3.21.0-x86_64.tar.gz,602efda518516787c716320bd46a3f50e83a74bb749e55483c2f4a9c9f8b9a38,55ea3e5a7c2c35e6268c5dcbb8e45a9cd5b0e372e7b4e798499a526834f7ed90,3487168,3509360,16384,compressed,release_artifact_tar_gz_suffix,constrained,interrupt_025,1,deployment_aware_greedy,"delta:1, raw_insert:214, backup:213",raw_insert,True,True,True,,True,0,8254525,8254525,7031769,48593,1.41541,17.92446,6996528,7.761467,428,1,1,1,0,True,328,115744,114688,"{'backup': 213, 'delta': 1, 'raw_insert': 214}",0,1,214,213,0,0,0,True,True,True,3509360.0,False,True,True,False,False,1.0,45.0,1.0
smartota-alpine-expanded,alpine_3_20_to_3_21_minirootfs_x86_64,os_rootfs,Alpine minirootfs compressed release transition 3.20.0 to 3.21.0 for the small Linux real-artifact baseline,compressed_rootfs_tar,/home/arpan/OTA/.cursor-tutor/ota_environment/data/raw/alpine/alpine-minirootfs-3.20.0-x86_64.tar.gz,/home/arpan/OTA/.cursor-tutor/ota_environment/data/raw/alpine/alpine-minirootfs-3.21.0-x86_64.tar.gz,602efda518516787c716320bd46a3f50e83a74bb749e55483c2f4a9c9f8b9a38,55ea3e5a7c2c35e6268c5dcbb8e45a9cd5b0e372e7b4e798499a526834f7ed90,3487168,3509360,16384,compressed,release_artifact_tar_gz_suffix,constrained,interrupt_050,1,deployment_aware_greedy,"delta:1, raw_insert:214, backup:213",raw_insert,True,True,True,,True,0,8254525,8254525,7031769,48593,1.41541,17.92446,6996528,7.771315,428,1,1,1,0,True,218,77090,65536,"{'backup': 213, 'delta': 1, 'raw_insert': 214}",0,1,214,213,0,0,0,True,True,True,3509360.0,False,True,True,False,False,1.0,45.0,1.0
smartota-alpine-expanded,alpine_3_20_to_3_21_minirootfs_x86_64,os_rootfs,Alpine minirootfs compressed release transition 3.20.0 to 3.21.0 for the small Linux real-artifact baseline,compressed_rootfs_tar,/home/arpan/OTA/.cursor-tutor/ota_environment/data/raw/alpine/alpine-minirootfs-3.20.0-x86_64.tar.gz,/home/arpan/OTA/.cursor-tutor/ota_environment/data/raw/alpine/alpine-minirootfs-3.21.0-x86_64.tar.gz,602efda518516787c716320bd46a3f50e83a74bb749e55483c2f4a9c9f8b9a38,55ea3e5a7c2c35e6268c5dcbb8e45a9cd5b0e372e7b4e798499a526834f7ed90,3487168,3509360,16384,compressed,release_artifact_tar_gz_suffix,constrained,interrupt_075,1,deployment_aware_greedy,"delta:1, raw_insert:214, backup:213",raw_insert,True,True,True,,True,0,8254525,8254525,7031769,48593,1.41541,17.92446,6996528,7.745685,428,1,1,1,0,True,108,120,16384,"{'backup': 213, 'delta': 1, 'raw_insert': 214}",0,1,214,213,0,0,0,True,True,True,3509360.0,False,True,True,False,False,1.0,45.0,1.0
smartota-alpine-expanded,alpine_3_20_to_3_21_minirootfs_x86_64,os_rootfs,Alpine minirootfs compressed release transition 3.20.0 to 3.21.0 for the small Linux real-artifact baseline,compressed_rootfs_tar,/home/arpan/OTA/.cursor-tutor/ota_environment/data/raw/alpine/alpine-minirootfs-3.20.0-x86_64.tar.gz,/home/arpan/OTA/.cursor-tutor/ota_environment/data/raw/alpine/alpine-minirootfs-3.21.0-x86_64.tar.gz,602efda518516787c716320bd46a3f50e83a74bb749e55483c2f4a9c9f8b9a38,55ea3e5a7c2c35e6268c5dcbb8e45a9cd5b0e372e7b4e798499a526834f7ed90,3487168,3509360,16384,compressed,release_artifact_tar_gz_suffix,constrained,interrupt_025,1,full_replacement,"raw_insert:1, truncate:1",truncate,True,True,True,,False,1,8188805,8188805,15168843,3509360,0.701872,17.079482,3509360,0.060636,2,1,0,0,1,False,0,0,0,"{'raw_insert': 1, 'truncate': 1}",0,0,1,0,0,0,0,True,True,True,3509360.0,False,True,True,False,False,1.0,45.0,1.0
smartota-alpine-expanded,alpine_3_20_to_3_21_minirootfs_x86_64,os_rootfs,Alpine minirootfs compressed release transition 3.20.0 to 3.21.0 for the small Linux real-artifact baseline,compressed_rootfs_tar,/home/arpan/OTA/.cursor-tutor/ota_environment/data/raw/alpine/alpine-minirootfs-3.20.0-x86_64.tar.gz,/home/arpan/OTA/.cursor-tutor/ota_environment/data/raw/alpine/alpine-minirootfs-3.21.0-x86_64.tar.gz,602efda518516787c716320bd46a3f50e83a74bb749e55483c2f4a9c9f8b9a38,55ea3e5a7c2c35e6268c5dcbb8e45a9cd5b0e372e7b4e798499a526834f7ed90,3487168,3509360,16384,compressed,release_artifact_tar_gz_suffix,constrained,interrupt_050,1,full_replacement,"raw_insert:1, truncate:1",truncate,True,True,True,,False,1,8188805,8188805,15168843,3509360,0.701872,17.079482,3509360,0.060508,2,1,0,0,1,False,0,0,0,"{'raw_insert': 1, 'truncate': 1}",0,0,1,0,0,0,0,True,True,True,3509360.0,False,True,True,False,False,1.0,45.0,1.0
smartota-alpine-expanded,alpine_3_20_to_3_21_minirootfs_x86_64,os_rootfs,Alpine minirootfs compressed release transition 3.20.0 to 3.21.0 for the small Linux real-artifact baseline,compressed_rootfs_tar,/home/arpan/OTA/.cursor-tutor/ota_environment/data/raw/alpine/alpine-minirootfs-3.20.0-x86_64.tar.gz,/home/arpan/OTA/.cursor-tutor/ota_environment/data/raw/alpine/alpine-minirootfs-3.21.0-x86_64.tar.gz,602efda518516787c716320bd46a3f50e83a74bb749e55483c2f4a9c9f8b9a38,55ea3e5a7c2c35e6268c5dcbb8e45a9cd5b0e372e7b4e798499a526834f7ed90,3487168,3509360,16384,compressed,release_artifact_tar_gz_suffix,constrained,interrupt_075,1,full_replacement,"raw_insert:1, truncate:1",truncate,True,True,True,,False,1,8188805,8188805,15168843,3509360,0.701872,17.079482,3509360,0.061362,2,1,0,0,1,False,0,0,0,"{'raw_insert': 1, 'truncate': 1}",0,0,1,0,0,0,0,True,True,True,3509360.0,False,True,True,False,False,1.0,45.0,1.0
smartota-alpine-expanded,alpine_3_20_to_3_21_minirootfs_x86_64,os_rootfs,Alpine minirootfs compressed release transition 3.20.0 to 3.21.0 for the small Linux real-artifact baseline,compressed_rootfs_tar,/home/arpan/OTA/.cursor-tutor/ota_environment/data/raw/alpine/alpine-minirootfs-3.20.0-x86_64.tar.gz,/home/arpan/OTA/.cursor-tutor/ota_environment/data/raw/alpine/alpine-minirootfs-3.21.0-x86_64.tar.gz,602efda518516787c716320bd46a3f50e83a74bb749e55483c2f4a9c9f8b9a38,55ea3e5a7c2c35e6268c5dcbb8e45a9cd5b0e372e7b4e798499a526834f7ed90,3487168,3509360,16384,compressed,release_artifact_tar_gz_suffix,constrained,interrupt_025,1,rsync_rolling_hash,raw_insert:215,raw_insert,True,True,True,,False,0,8230465,8230465,3544601,16384,0.701872,17.162802,3509360,0.936566,215,1,1,0,0,True,165,153696,65536,{'raw_insert': 215},0,0,215,0,0,0,0,True,True,True,3509360.0,False,True,True,False,False,1.0,45.0,1.0
smartota-alpine-expanded,alpine_3_20_to_3_21_minirootfs_x86_64,os_rootfs,Alpine minirootfs compressed release transition 3.20.0 to 3.21.0 for the small Linux real-artifact baseline,compressed_rootfs_tar,/home/arpan/OTA/.cursor-tutor/ota_environment/data/raw/alpine/alpine-minirootfs-3.20.0-x86_64.tar.gz,/home/arpan/OTA/.cursor-tutor/ota_environment/data/raw/alpine/alpine-minirootfs-3.21.0-x86_64.tar.gz,602efda518516787c716320bd46a3f50e83a74bb749e55483c2f4a9c9f8b9a38,55ea3e5a7c2c35e6268c5dcbb8e45a9cd5b0e372e7b4e798499a526834f7ed90,3487168,3509360,16384,compressed,release_artifact_tar_gz_suffix,constrained,interrupt_050,1,rsync_rolling_hash,raw_insert:215,raw_insert,True,True,True,,False,0,8230465,8230465,3544601,16384,0.701872,17.162802,3509360,0.933715,215,1,1,0,0,True,115,307400,131072,{'raw_insert': 215},0,0,215,0,0,0,0,True,True,True,3509360.0,False,True,True,False,False,1.0,45.0,1.0
smartota-alpine-expanded,alpine_3_20_to_3_21_minirootfs_x86_64,os_rootfs,Alpine minirootfs compressed release transition 3.20.0 to 3.21.0 for the small Linux real-artifact baseline,compressed_rootfs_tar,/home/arpan/OTA/.cursor-tutor/ota_environment/data/raw/alpine/alpine-minirootfs-3.20.0-x86_64.tar.gz,/home/arpan/OTA/.cursor-tutor/ota_environment/data/raw/alpine/alpine-minirootfs-3.21.0-x86_64.tar.gz,602efda518516787c716320bd46a3f50e83a74bb749e55483c2f4a9c9f8b9a38,55ea3e5a7c2c35e6268c5dcbb8e45a9cd5b0e372e7b4e798499a526834f7ed90,3487168,3509360,16384,compressed,release_artifact_tar_gz_suffix,constrained,interrupt_075,1,rsync_rolling_hash,raw_insert:215,raw_insert,True,True,True,,False,0,8230465,8230465,3544601,16384,0.701872,17.162802,3509360,0.956146,215,1,1,0,0,True,55,76850,32768,{'raw_insert': 215},0,0,215,0,0,0,0,True,True,True,3509360.0,False,True,True,False,False,1.0,45.0,1.0
smartota-alpine-expanded,alpine_3_20_to_3_21_minirootfs_x86_64,os_rootfs,Alpine minirootfs compressed release transition 3.20.0 to 3.21.0 for the small Linux real-artifact baseline,compressed_rootfs_tar,/home/arpan/OTA/.cursor-tutor/ota_environment/data/raw/alpine/alpine-minirootfs-3.20.0-x86_64.tar.gz,/home/arpan/OTA/.cursor-tutor/ota_environment/data/raw/alpine/alpine-minirootfs-3.21.0-x86_64.tar.gz,602efda518516787c716320bd46a3f50e83a74bb749e55483c2f4a9c9f8b9a38,55ea3e5a7c2c35e6268c5dcbb8e45a9cd5b0e372e7b4e798499a526834f7ed90,3487168,3509360,16384,compressed,release_artifact_tar_gz_suffix,constrained,interrupt_025,1,whole_file_bsdiff,"delta:1, truncate:1",truncate,True,True,True,,False,1,7983059,7983059,14963097,10417691,4.156038,20.122155,3509360,3.763101,2,1,0,0,1,False,0,0,0,"{'delta': 1, 'truncate': 1}",0,1,0,0,0,0,0,True,True,True,3509360.0,False,True,True,False,False,1.0,45.0,1.0
smartota-alpine-expanded,alpine_3_20_to_3_21_minirootfs_x86_64,os_rootfs,Alpine minirootfs compressed release transition 3.20.0 to 3.21.0 for the small Linux real-artifact baseline,compressed_rootfs_tar,/home/arpan/OTA/.cursor-tutor/ota_environment/data/raw/alpine/alpine-minirootfs-3.20.0-x86_64.tar.gz,/home/arpan/OTA/.cursor-tutor/ota_environment/data/raw/alpine/alpine-minirootfs-3.21.0-x86_64.tar.gz,602efda518516787c716320bd46a3f50e83a74bb749e55483c2f4a9c9f8b9a38,55ea3e5a7c2c35e6268c5dcbb8e45a9cd5b0e372e7b4e798499a526834f7ed90,3487168,3509360,16384,compressed,release_artifact_tar_gz_suffix,constrained,interrupt_050,1,whole_file_bsdiff,"delta:1, truncate:1",truncate,True,True,True,,False,1,7983059,7983059,14963097,10417691,4.156038,20.122155,3509360,3.766389,2,1,0,0,1,False,0,0,0,"{'delta': 1, 'truncate': 1}",0,1,0,0,0,0,0,True,True,True,3509360.0,False,True,True,False,False,1.0,45.0,1.0
smartota-alpine-expanded,alpine_3_20_to_3_21_minirootfs_x86_64,os_rootfs,Alpine minirootfs compressed release transition 3.20.0 to 3.21.0 for the small Linux real-artifact baseline,compressed_rootfs_tar,/home/arpan/OTA/.cursor-tutor/ota_environment/data/raw/alpine/alpine-minirootfs-3.20.0-x86_64.tar.gz,/home/arpan/OTA/.cursor-tutor/ota_environment/data/raw/alpine/alpine-minirootfs-3.21.0-x86_64.tar.gz,602efda518516787c716320bd46a3f50e83a74bb749e55483c2f4a9c9f8b9a38,55ea3e5a7c2c35e6268c5dcbb8e45a9cd5b0e372e7b4e798499a526834f7ed90,3487168,3509360,16384,compressed,release_artifact_tar_gz_suffix,constrained,interrupt_075,1,whole_file_bsdiff,"delta:1, truncate:1",truncate,True,True,True,,False,1,7983059,7983059,14963097,10417691,4.156038,20.122155,3509360,3.862844,2,1,0,0,1,False,0,0,0,"{'delta': 1, 'truncate': 1}",0,1,0,0,0,0,0,True,True,True,3509360.0,False,True,True,False,False,1.0,45.0,1.0
smartota-alpine-expanded,alpine_3_20_to_3_21_minirootfs_x86_64,os_rootfs,Alpine minirootfs compressed release transition 3.20.0 to 3.21.0 for the small Linux real-artifact baseline,compressed_rootfs_tar,/home/arpan/OTA/.cursor-tutor/ota_environment/data/raw/alpine/alpine-minirootfs-3.20.0-x86_64.tar.gz,/home/arpan/OTA/.cursor-tutor/ota_environment/data/raw/alpine/alpine-minirootfs-3.21.0-x86_64.tar.gz,602efda518516787c716320bd46a3f50e83a74bb749e55483c2f4a9c9f8b9a38,55ea3e5a7c2c35e6268c5dcbb8e45a9cd5b0e372e7b4e798499a526834f7ed90,3487168,3509360,65536,compressed,release_artifact_tar_gz_suffix,constrained,interrupt_025,1,backup_safe_copy_delta,"delta:2, raw_insert:52, backup:54",backup,True,True,True,,True,0,8205040,8205040,7113688,196603,1.530299,17.940379,6996528,2.645532,108,1,1,1,0,True,88,459808,458752,"{'backup': 54, 'delta': 2, 'raw_insert': 52}",0,2,52,54,0,0,0,True,True,True,3509360.0,False,True,True,False,False,1.0,45.0,1.0
